"USGS_NHD_ComID","NWS_8_CHAR_lid","A_H_P","USGS","Hydrolog_Unit_Code","RFC","FORECAST_GROUP","NWS_HSA","T _Y_P","FI_P_ST","ST_AB","NW_S_ST","A_T_V","R_E_F","H_D_N","DRAINAGE_AREA_MI2","NWS LAT_dd_mm_ss","NWS_LONG_ ddd_mm_ss","USGS_LAT_DEG","USGS_LONG_DEG","C_A_C","COORD","ALTITUDE_FT","ALT _ACY","DATUM","GOES_IDENTIFR","N_1_0","N_1_1","NWS_LOC_NAME","USGS_LOC_NAME","Area_km2","area_below_1000km2","DRAINAGE_AREA_KM2"
2598631,"FCYP1","Y","01534300","02050107","MARFC","MSU","BGM","ST","42","PA","P1","Y","N",NA,38.8,"41 40 47","75 28 20",41.67980547,-75.47184988,"S","NAD83","1551.28","0.01","NGVD29","CE716EB0","Y","Y","LACKAWANNA RIVER NEAR FOREST CITY PA","Lackawanna River near Forest City  PA","100.491612","100.491612",100.49161199999999
2598765,"ARHP1","Y","01534500","02050107","MARFC","MSU","BGM","ST","42","PA","P1","Y","N",NA,108,"41 30 16","75 32 33",41.5045259,-75.54213,"S","NAD83","889.33","0.01","NGVD29","CE716062","Y","Y","LACKAWANNA RIVER AT ARCHBALD PA","Lackawanna River at Archbald  PA","279.71892","279.71892",279.71891999999997
2600169,"PKIP1","Y","01534860","02050107","MARFC","MSU","BGM","ST","42","PA","P1","Y","N",NA,174,"41 26 28","75 38 33",41.44119115,-75.6421337,"S","NAD83","708.59","10","NGVD29","176B249C","Y","Y","LACKAWANNA R BL LEGGETTS CREEK AT SCRANTON PA","Lackawanna R bl Leggetts Creek at Scranton  PA","450.65826","450.65826",450.65826
2600273,"OFRP1","Y","01536000","02050107","MARFC","MSU","BGM","ST","42","PA","P1","Y","N",NA,332,"41 21 33","75 44 41",41.35924619,-75.744359,"S","NAD83","595.26","0.1","NGVD29","162CB1B4","Y","Y","LACKAWANNA RIVER AT OLD FORGE PA","Lackawanna River at Old Forge  PA","859.87668","859.87668",859.87668
2603031,"WAPP1","Y","01538000","02050107","MARFC","MSU","BGM","ST","42","PA","P1","Y","N",NA,43.8,"41  3 33","76  5 38",41.0592504,-76.0935397,"S","NAD83","752.41","0.01","NGVD29","167BA4B4","Y","Y","WAPWALLOPEN CREEK NEAR WAPWALLOPEN PA","Wapwallopen Creek near Wapwallopen  PA","113.441562","113.441562",113.44156199999999
2603023,"FCKP1","Y","01539000","02050107","MARFC","MSL","CTP","ST","42","PA","P1","Y","Y","Y",274,"41  4 41","76 25 53",41.07814118,-76.4310555,"S","NAD83","543.84","0.01","NGVD29","1664553C","Y","Y","FISHING CREEK NEAR BLOOMSBURG PA","Fishing Creek near Bloomsburg  PA","709.65726","709.65726",709.65726
2602907,"FCBP1","Y","01540000","02050107","MARFC","MSL","CTP","ST","42","PA","P1","Y","N",NA,137.066,"41  0 09","76 27 48",41.0025869,-76.4630016,"S","NAD83","0","2","NAVD88","170D761C","N","N","FISHING CREEK AT BLOOMSBURG PA.","Fishing Creek at Bloomsburg  PA.","354.9995693","354.9995693",354.99956934
4673267,"BWRP1","Y","01541000","02050201","MARFC","WBS","CTP","ST","42","PA","P1","Y","N",NA,315,"40 53 49","78 40 38",40.89700655,-78.6769726,"S","NAD83","1207.14","0.01","NGVD29","CE5943C6","Y","Y","WEST BRANCH SUSQUEHANNA RIVER AT BOWER PA","West Branch Susquehanna River at Bower  PA","815.84685","815.84685",815.8468499999999
4674941,"CRVP1","Y","01541200","02050201","MARFC","WBS","CTP","ST","42","PA","P1","Y","N",NA,367,"40 57 41","78 31 10",40.9614471,-78.5191906,"S","NAD83","1124.66","0.01","NGVD29","CE593B84","Y","Y","WB SUSQUEHANNA RIVER NEAR CURWENSVILLE PA","WB Susquehanna River near Curwensville  PA","950.52633","950.52633",950.5263299999999
4674911,"DMLP1","Y","01541500","02050201","MARFC","WBS","CTP","ST","42","PA","P1","Y","N",NA,371,"40 58 18","78 24 22",40.97172406,-78.4058533,"S","NAD83","1146.08","0.01","NGVD29","17C0078E","Y","Y","CLEARFIELD CREEK AT DIMELING PA","Clearfield Creek at Dimeling  PA","960.88629","960.88629",960.8862899999999
8125917,"EPMP1","Y","01542810","02050202","MARFC","WBS","CTP","ST","42","PA","P1","Y","Y","Y",5.24,"41 34 44","78 17 34",41.57895225,-78.2925121,"S","NAD83","1263.62","0.01","NGVD29","DD84C02C","Y","Y","WALDY RUN NEAR EMPORIUM PA","Waldy Run near Emporium  PA","13.5715476","13.5715476",13.571547599999999
8134650,"CRFP1","Y","01544500","02050203","MARFC","WBS","CTP","ST","42","PA","P1","Y","Y","Y",136,"41 28 33","77 49 34",41.4758994,-77.8258251,"S","NAD83","1027.12","0.01","NGVD29","CE5950B0","Y","Y","KETTLE CREEK AT CROSS FORK PA","Kettle Creek at Cross Fork  PA","352.23864","352.23864",352.23864
8140160,"AXEP1","Y","01546500","02050204","MARFC","WBS","CTP","ST","42","PA","P1","Y","N",NA,87.2,"40 53 23","77 47 40",40.88978334,-77.794168,"S","NAD83","788.81","0.01","NGVD29","DE4DE61E","Y","Y","SPRING CREEK NEAR AXEMANN PA","Spring Creek near Axemann  PA","225.847128","225.847128",225.847128
8139444,"BCHP1","Y","01547500","02050204","MARFC","WBS","CTP","ST","42","PA","P1","Y","N",NA,339,"41  3 06","77 36 17",41.05173127,-77.6044379,"S","NAD83","579.79","0.01","NGVD29","CE595E62","Y","Y","BALD EAGLE CREEK AT BLANCHARD PA","Bald Eagle Creek at Blanchard  PA","878.00661","878.00661",878.0066099999999
8139414,"BNDP1","Y","01547700","02050204","MARFC","WBS","CTP","ST","42","PA","P1","Y","Y","Y",44.1,"41  3 34","77 36 22",41.05950916,-77.6058264,"S","NAD83","586.16","0.01","NGVD29","DD8141F8","Y","Y","MARSH CREEK AT BLANCHARD PA","Marsh Creek at Blanchard  PA","114.218559","114.218559",114.218559
8144818,"ENGP1","Y","01549500","02050205","MARFC","WBS","CTP","ST","42","PA","P1","Y","Y","Y",37.7,"41 28 25","77 13 52",41.47368336,-77.230809,"S","NAD83","1041.85","0.01","NGVD29","DD81241E","Y","Y","BLOCKHOUSE CREEK NEAR ENGLISH CENTER PA","Blockhouse Creek near English Center  PA","97.642623","97.642623",97.642623
4518306,"DALP1","Y","01555500","02050301","MARFC","MSL","CTP","ST","42","PA","P1","Y","N",NA,162,"40 36 40","76 54 44",40.61119589,-76.9119198,"S","NAD83","401.22","0.01","NGVD29","DE3D65A6","Y","Y","EAST MAHANTANGO CREEK NEAR DALMATIA PA","East Mahantango Creek near Dalmatia  PA","419.57838","419.57838",419.57838
4683152,"BLDP1","Y","01557500","02050302","MARFC","JUN","CTP","ST","42","PA","P1","Y","Y","Y",44.1,"40 41 01","78 14 02",40.6836733,-78.23362439,"S","NAD83","921.8","0.01","NGVD29","DD53F478","Y","Y","BALD EAGLE CREEK AT TYRONE PA","Bald Eagle Creek at Tyrone  PA","114.218559","114.218559",114.218559
4689741,"BEDP1","Y","01559790","02050303","MARFC","JUN","CTP","ST","42","PA","P1","Y","N",NA,132,"40  2 45","78 31 45",40.04591376,-78.5289068,"S","NAD83",NA,NA,NA,"DE3CD4D2","Y","Y","RAYSTOWN BRANCH JUNIATA RIVER AT WOLFSBURG PA","Raystown Branch Juniata River at Wolfsburg  PA","341.87868","341.87868",341.87868
4690113,"BELP1","Y","01560000","02050303","MARFC","JUN","CTP","ST","42","PA","P1","Y","N",NA,172,"40  4 18","78 29 34",40.07174679,-78.4925172,"S","NAD83","1051.16","0.01","NGVD29","DE3CE148","Y","Y","DUNNING CREEK AT BELDEN PA","Dunning Creek at Belden  PA","445.47828","445.47828",445.47828
4699877,"AUGP1","Y","01564500","02050304","MARFC","JUN","CTP","ST","42","PA","P1","Y","Y","Y",205,"40 12 45","77 55 32",40.21258144,-77.9252764,"S","NAD83","618.65","0.01","NGVD29","DE3C52C6","Y","Y","AUGHWICK CREEK NEAR THREE SPRINGS PA","Aughwick Creek near Three Springs  PA","530.94795","530.94795",530.94795
4709484,"CPHP1","Y","01571500","02050305","MARFC","MSL","CTP","ST","42","PA","P1","Y","N",NA,213,"40 13 29","76 53 54",40.22481237,-76.8980293,"S","NAD83","307.49","0.01","NGVD29","178A23EC","Y","Y","YELLOW BREECHES CREEK NEAR CAMP HILL PA","Yellow Breeches Creek near Camp Hill  PA","551.66787","551.66787",551.66787
4727061,"HEIP1","Y","01573849","02050306","MARFC","MSL","CTP","ST","42","PA","P1","Y","N",NA,10.2,"39 58 48.8","77  9 16.6",39.9802222,-77.1546111,"1","NAD83","620","20","NGVD29","17EC44F6","Y","Y","BERMUDIAN CREEK AT OXFORD ROAD NR HEIDLERSBURG PA","Bermudian Creek at Oxford Road nr Heidlersburg  PA","26.417898","26.417898",26.417897999999997
8974366,"GUFP1","Y","03011800","05010001","OHRFC","SAGU","CTP","ST","42","PA","P1","Y","Y","Y",38.8,"41 45 59","78 43 08",41.76645099,-78.71863999,"S","NAD83","1540","0.01","NGVD29","CE4A781E","Y","Y","KINZUA CREEK NEAR GUFFEY PA","Kinzua Creek near Guffey  PA","100.491612","100.491612",100.49161199999999
9049227,"WTTP1","Y","03021350","05010004","OHRFC","SAGU","CLE","ST","42","PA","P1","Y","Y","Y",92,"42  0 55","79 46 58",42.015332,-79.7825507,"S","NAD83","1304.84","0.01","NGVD29","CE6BAD62","Y","Y","FRENCH CREEK NEAR WATTSBURG PA","French Creek near Wattsburg  PA","238.27908","238.27908",238.27908
9049181,"LVLP1","Y","03021410","05010004","OHRFC","SAGU","CLE","ST","42","PA","P1","Y","N",NA,52.3,"42  4 54","79 51 02",42.0817221,-79.8503286,"S","NAD83",NA,NA,NA,"CE6BA3B0","N","N","WEST BRANCH FRENCH CREEK NEAR LOWVILLE PA","West Branch French Creek near Lowville  PA","135.456477","135.456477",135.45647699999998
9050757,"UCDP1","Y","03021520","05010004","OHRFC","SAGU","CLE","ST","42","PA","P1","Y","N",NA,221,"41 54 28","79 53 49",41.90783338,-79.8967189,"S","NAD83","1191.16","0.01","NGVD29","CE6E9F38","Y","Y","FRENCH CREEK NEAR UNION CITY PA","French Creek near Union City  PA","572.38779","572.38779",572.38779
9052485,"BVLP1","Y","03022540","05010004","OHRFC","SAGU","CLE","ST","42","PA","P1","Y","Y",NA,31.1,"41 41 26","80  2 54",41.6906115,-80.04811219,"S","NAD83",NA,NA,NA,"CE6BBE14","Y","Y","WOODCOCK CREEK AT BLOOMING VALLEY PA","Woodcock Creek at Blooming Valley  PA","80.548689","80.548689",80.548689
9052441,"WCDP1","Y","03022554","05010004","OHRFC","SAGU","CLE","ST","42","PA","P1","Y","N",NA,45.6,"41 41 45","80  6 30",41.69588905,-80.1081133,"S","NAD83","1126.92","0.01","NGVD29","CE6EAAA2","Y","Y","WOODCOCK CREEK AT WOODCOCK CREEK DAM PA","Woodcock Creek at Woodcock Creek Dam  PA","118.103544","118.103544",118.103544
6874115,"GHDP1",NA,"03027500","05010005","OHRFC","SAGL","CTP","ST","42","PA","P1","Y","N",NA,73.2,"41 33 11","78 35 47",41.5531176,-78.5961347,"S","NAD83","1517.58","0.01","NGVD29","CE16F506","Y","Y","EB CLARION RIVER AT EB CLARION RIVER DAM PA","EB Clarion River at EB Clarion River Dam  PA","189.587268","189.587268",189.587268
4753644,"ECMP1","Y","03041000","05010007","OHRFC","SAGL","CTP","ST","42","PA","P1","Y","N",NA,183,"40 20 45","78 52 58",40.34590716,-78.8825244,"S","NAD83","1211.29","10","NGVD29","CE170778","Y","Y","LITTLE CONEMAUGH RIVER AT EAST CONEMAUGH PA","Little Conemaugh River at East Conemaugh  PA","473.96817","473.96817",473.96817
12997122,"JMSP1",NA,"03101500","05030102","OHRFC","SBVR","CLE","ST","42","PA","P1","Y","N",NA,167,"41 29 53","80 27 37",41.49810898,-80.46006929,"S","NAD83","970","10","NGVD29","CE6C8768","Y","Y","SHENANGO RIVER AT PYMATUNING DAM PA","Shenango River at Pymatuning Dam  PA","432.52833","432.52833",432.52833
9841436,"GRDP1",NA,"04213075","04120101","OHRFC","SGTL","CLE","ST","42","PA","P1","Y","Y","Y",4.45,"41 59 31","80 17 29",41.9920003,-80.2911737,"S","NAD83","800","10","NGVD29","DD2D4632","Y","Y","BRANDY RUN NEAR GIRARD PA","Brandy Run near Girard  PA","11.5254555","11.5254555",11.5254555
9840538,"NUTP1",NA,"04213152","04120101","OHRFC","SGTL","CLE","ST","42","PA","P1","Y","N",NA,37.3,"42  4 26","80 14 05",42.07388889,-80.2347222,"S","NAD83","600","10","NGVD29","17881382","Y","Y","WALNUT CREEK UPSTREAM POOL NEAR ERIE PA","Walnut Creek Upstream Pool  near Erie  PA","96.606627","96.606627",96.60662699999999
23735819,"SRMO3","Y","14137000","17080001","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y","Y",264,"45 23 59","122  8 10",45.3995642,-122.1373068,"S","NAD83","0","0.1","NGVD29","DD092700","Y","Y","SANDY RIVER NEAR MARMOT OR","SANDY RIVER NEAR MARMOT  OR","683.75736","683.75736",683.75736
23736093,"NBRO3","Y","14138900","17080001","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y","Y",8.32,"45 29 40","122  2 05",45.4942856,-122.0359167,"S","NAD83","1060","10","NGVD29","D111E46C","Y","Y","NORTH FORK BULL RUN RIVER NEAR MULTNOMAH FALLS OR","NORTH FORK BULL RUN RIVER NEAR MULTNOMAH FALLS  OR","21.5487168","21.5487168",21.548716799999998
23736041,"SBRO3","Y","14139800","17080001","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y","Y",15.7,"45 26 41","122  6 30",45.444564,-122.1095292,"S","NAD83","990","10","NGVD29","D111D1F6","Y","Y","SOUTH FORK BULL RUN RIVER NEAR BULL RUN OR","SOUTH FORK BULL RUN RIVER NEAR BULL RUN  OR","40.662843","40.662843",40.662842999999995
23736009,"RUNO3","Y","14140000","17080001","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,107,"45 26 14.28","122 10 46.76",45.4373,-122.1796556,"S","NAD83","567.9","10","NGVD29","D111B410","Y","Y","BULL RUN RIVER NEAR BULL RUN (RIVER ONLY) OR","BULL RUN RIVER NEAR BULL RUN (RIVER ONLY)  OR","277.12893","277.12893",277.12892999999997
23752608,"WCLO3","Y","14150800","17090001","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y",NA,43.9,"43 54 52","122 41 15",43.9142924,-122.6886762,"S","NAD83","863.7","10","NGVD29","CE8BA63A","Y","Y","WINBERRY CREEK NEAR LOWELLOR","WINBERRY CREEK NEAR LOWELL OR","113.700561","113.700561",113.700561
23773371,"MOCO3","Y","14158500","17090004","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y","Y",92.4,"44 21 40","121 59 40",44.3609545,-121.9956172,"U","NAD83","3015.32","0.1","NGVD29","DD5FF5E4","Y","Y","MCKENZIE RIVER AT OUTLET OF CLEAR LAKE OR","MCKENZIE RIVER AT OUTLET OF CLEAR LAKE  OR","239.315076","239.315076",239.315076
23773359,"TRBO3","Y","14158850","17090004","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,184,"44 16 05","122  2 55",44.2679001,-122.0497826,"S","NAD83","1980","20","NGVD29","DD600582","Y","Y","MCKENZIE R BLW TRAIL BR DAM NR BELKNAP SPRINGS OR","MCKENZIE R BLW TRAIL BR DAM NR BELKNAP SPRINGS  OR","476.55816","476.55816",476.55816
23773035,"SFCO3","Y","14159200","17090004","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y",NA,160,"44  2 50","122 13 00",44.047067,-122.2178245,"S","NAD83","1709.51","10","NGVD29","CE58A2CE","Y","Y","SO FK MCKENZIE RIVER ABV COUGAR LAKE NR RAINBOW OR","SO FK MCKENZIE RIVER ABV COUGAR LAKE NR RAINBOW OR","414.3984","414.3984",414.3984
23773513,"SPRO3",NA,"14165000","17090004","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,177,"44  5 35","122 57 22",44.09290317,-122.9573052,"S","NAD83","442.47","10","NGVD29","DD74F7A2","Y","Y","MOHAWK RIVER NEAR SPRINGFIELD OR","MOHAWK RIVER NEAR SPRINGFIELD  OR","458.42823","458.42823",458.42823
23762895,"PHIO3","Y","14171000","17090003","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,159,"44 31 30.00","123 20 02.40",44.525,-123.334,"5","NAD83","224.01","10","NGVD29","DD59733E","Y","Y","MARYS RIVER NEAR PHILOMATH OR","MARYS RIVER NEAR PHILOMATH  OR","411.80841","411.80841",411.80841
23785949,"MSCO3",NA,"14185800","17090006","ABRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,104,"44 30 55","122 22 15",44.5151239,-122.3720249,"S","NAD83","1040","20","NGVD29","CE589754","N","N","MIDDLE SANTIAM R NEAR CASCADIA OR","MIDDLE SANTIAM R NEAR CASCADIA  OR","269.35896","269.35896",269.35895999999997
23786665,"SLCO3",NA,"14188610","17090006","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,1.03,"44 37 11","122 27 53",44.61956728,-122.4659162,"S","NAD83","2900","20","NGVD29","DD72F76C","Y","Y","SCHAFER CREEK NEAR LACOMB OR","SCHAFER CREEK NEAR LACOMB  OR","2.6676897","2.6676897",2.6676897
23786251,"TRSO3","Y","14188800","17090006","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,109.73,"44 42 44","122 46 08",44.71206687,-122.7700878,"S","NAD83","370","10","NGVD29","DD5493AA","Y","Y","THOMAS CREEK NEAR SCIO OR","THOMAS CREEK NEAR SCIO  OR","284.1996027","284.1996027",284.1996027
23800692,"SCSO3","Y","14200300","17090009","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,47.9,"45  0 34","122 47 15",45.0092878,-122.7887014,"S","NAD83","218.5","0.1","NGVD29","169BB248","Y","Y","SILVER CREEK AT SILVERTON OR","SILVER CREEK AT SILVERTON  OR","124.060521","124.060521",124.06052099999998
23809450,"OGCO3","Y","14208700","17090011","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,54.4,"45  6 50","121 48 50",45.11373009,-121.8150775,"U","NAD83","3041.83","0.1","NGVD29","DDC65366","Y","Y","OAK GROVE FORK NEAR GOVERNMENT CAMP OR","OAK GROVE FORK NEAR GOVERNMENT CAMP  OR","140.895456","140.895456",140.895456
23809432,"OKPO3","Y","14209000","17090011","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,124,"45  4 17","121 56 22",45.0712319,-121.9406345,"S","NAD83","2100","20","NGVD29","DD891522","Y","Y","OAK GROVE FORK ABOVE POWERPLANT INTAKE OR.","OAK GROVE FORK ABOVE POWERPLANT INTAKE  OR.","321.15876","321.15876",321.15876
23815506,"TYCO3",NA,"14211315","17090012","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,6.28,"45 25 51","122 40 21",45.43067476,-122.6737057,"S","NAD83","95","005","NGVD29","DDC69678","Y","Y","TRYON CREEK NEAR LAKE OSWEGO OR","TRYON CREEK NEAR LAKE OSWEGO  OR","16.2651372","16.2651372",16.265137199999998
23815066,"SYCO3","Y","14211500","17090012","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,26.8,"45 28 38.84","122 30 28.87",45.47745556,-122.5080194,"S","NAD83","228.47","0.1","NGVD29","172E4566","Y","Y","JOHNSON CREEK AT SYCAMORE OR","JOHNSON CREEK AT SYCAMORE  OR","69.411732","69.411732",69.411732
23815062,"MIWO3","Y","14211550","17090012","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,53.17,"45 27 11","122 38 31",45.452897,-122.6431496,"S","NAD83","0","0.1","NGVD29","DDDDE4DE","Y","Y","JOHNSON CREEK AT MILWAUKIE OR","JOHNSON CREEK AT MILWAUKIE  OR","137.7097683","137.7097683",137.7097683
23872135,"VENO3","Y","14299800","17100202","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y",NA,69.78,"45 48 26","123 16 55",45.80705586,-123.2831722,"S","NAD83","640","10","NGVD29","DD5CB1E0","Y","Y","NEHALEM RIVER NEAR VERNONIA OR","NEHALEM RIVER NEAR VERNONIA  OR","180.7295022","180.7295022",180.72950219999998
23875925,"TLMO3","Y","14301500","17100203","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y",NA,161,"45 28 34","123 43 26",45.47593996,-123.7251209,"U","NAD83","42.12","0.1","NGVD29","DD67E444","Y","Y","WILSON RIVER NEAR TILLAMOOK OR","WILSON RIVER NEAR TILLAMOOK  OR","416.98839","416.98839",416.98839
23875919,"WTSO3","Y","14302020","17100203","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,189,"45 28 38","123 48 26",45.4771111,-123.8079722,"S","NAD83","0","0.1","NGVD29","DD408278","N","N","WILSON RIVER AT SOLLIE SMITH BR AT TILLAMOOK OR","WILSON RIVER AT SOLLIE SMITH BR AT TILLAMOOK  OR","489.50811","489.50811",489.50811
23875839,"TRAO3","Y","14302480","17100203","NWRFC",NA,"PQR","ST","41","OR","O3","Y","N",NA,156,"45 26 47","123 42 33",45.4462181,-123.7103974,"S","NAD83","70","20","NGVD29","DDCAD4EE","Y","Y","TRASK RIVER ABOVE CEDAR CREEK NEAR TILLAMOOK OR","TRASK RIVER ABOVE CEDAR CREEK  NEAR TILLAMOOK  OR","404.03844","404.03844",404.03844
23876773,"TUCO3","Y","14303200","17100203","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y","Y",3.09,"45 19 28","123 32 43",45.32427635,-123.5465012,"U","NAD83","1400","20","NGVD29","DD9F64E2","Y","Y","TUCCA CREEK NEAR BLAINE OR.","TUCCA CREEK NEAR BLAINE  OR.","8.0030691","8.0030691",8.0030691
23880874,"SILO3","Y","14305500","17100204","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y","Y",202,"44 42 55","123 53 10",44.7151172,-123.8873348,"U","NAD83","102.32","0.1","NGVD29","DDDE9540","Y","Y","SILETZ RIVER AT SILETZ OR","SILETZ RIVER AT SILETZ  OR","523.17798","523.17798",523.1779799999999
23886298,"TIDO3","Y","14306500","17100205","NWRFC",NA,"PQR","ST","41","OR","O3","Y","Y","Y",334,"44 23 10","123 49 50",44.3859538,-123.831778,"U","NAD83","48.16","0.1","NGVD29","DDC59176","Y","Y","ALSEA RIVER NEAR TIDEWATER OR","ALSEA RIVER NEAR TIDEWATER  OR","865.05666","865.05666",865.05666
4187713,"SNVP1",NA,"01451800","02040106","MARFC","LGH","CTP","ST","42","PA","P1","Y","Y","Y",53,"40 39 42","75 37 38",40.66176219,-75.626854,"S","NAD83","381.16","0.01","NGVD29","DE3C41B0","Y","Y","JORDAN CREEK NEAR SCHNECKSVILLE PA","Jordan Creek near Schnecksville  PA","137.26947","137.26947",137.26946999999998
4779607,"LGVP1",NA,"01468500","02040203","MARFC","SCH","CTP","ST","42","PA","P1","Y","N",NA,133,"40 37 45","76  7 30",40.6292577,-76.1246622,"S","NAD83","470.64","0.01","NGVD29","17EC2110","Y","Y","SCHUYLKILL RIVER AT LANDINGVILLE PA","Schuylkill River at Landingville  PA","344.46867","344.46867",344.46867
4778811,"TQAP1",NA,"01469500","02040203","MARFC","SCH","CTP","ST","42","PA","P1","Y","N",NA,42.9,"40 48 25","75 58 20",40.80703327,-75.97187089,"S","NAD83","817.48","0.01","NGVD29","CE79E2D0","Y","Y","LITTLE SCHUYLKILL RIVER AT TAMAQUA PA","Little Schuylkill River at Tamaqua  PA","111.110571","111.110571",111.110571
8112301,"MFDP1","Y","01516350","02050104","MARFC","CMG","CTP","ST","42","PA","P1","Y","N",NA,153,"41 47 49","77  4 50",41.7970183,-77.0802457,"S","NAD83","1121.28","0.01","NGVD29","CE4A2862","Y","Y","TIOGA RIVER NEAR MANSFIELD PA","Tioga River near Mansfield  PA","396.26847","396.26847",396.26847
8112305,"MBGP1","Y","01516500","02050104","MARFC","CMG","CTP","ST","42","PA","P1","Y","Y","Y",12.2,"41 47 27","77  0 54",41.79090746,-77.0146877,"S","NAD83","1337.5","0.01","NGVD29","DE44255C","Y","Y","COREY CREEK NEAR MAINESBURG PA","Corey Creek near Mainesburg  PA","31.597878","31.597878",31.597877999999994
8112611,"TGRP1","Y","01518000","02050104","MARFC","CMG","CTP","ST","42","PA","P1","Y","N",NA,282,"41 54 30","77  7 47",41.90840709,-77.1294154,"S","NAD83","1021.07","0.01","NGVD29","CE5D1680","Y","Y","TIOGA RIVER AT TIOGA PA","Tioga River at Tioga  PA","730.37718","730.37718",730.37718
8112167,"MBYP1","Y","01518420","02050104","MARFC","CMG","CTP","ST","42","PA","P1","Y","N",NA,74.3,"41 50 33","77 16 25",41.842573,-77.27330909,"S","NAD83","1100","10","NGVD29","CE5D2DC8","Y","Y","CROOKED CR BL CATLIN HOLLOW AT MIDDLEBURY CENTER","Crooked Cr bl Catlin Hollow at Middlebury Center","192.436257","192.436257",192.43625699999998
8111873,"WFDP1","Y","01518862","02050104","MARFC","CMG","CTP","ST","42","PA","P1","Y","Y","Y",90.6,"41 55 23","77 31 56",41.92312576,-77.5319298,"S","NAD83","1337.58","0.01","NGVD29","DE44362A","Y","Y","COWANESQUE RIVER AT WESTFIELD PA","Cowanesque River at Westfield  PA","234.653094","234.653094",234.65309399999995
8111577,"LWVP1","Y","01520000","02050104","MARFC","CMG","CTP","ST","42","PA","P1","Y","N",NA,298,"41 59 48","77  8 25",41.99674048,-77.1399724,"S","NAD83","983.96","0.01","NGVD29","CE591D68","Y","Y","COWANESQUE RIVER NEAR LAWRENCEVILLE PA","Cowanesque River near Lawrenceville  PA","771.81702","771.81702",771.81702
2602823,"LFBP1",NA,"01539700","02050107","MARFC","MSL","CTP","ST","42","PA","P1","Y","N",NA,25.676,"41  2 25","76 29 01",41.04036426,-76.4832805,"S","NAD83","0","2","NAVD88","170D8698","N","N","LITTLE FISHING CREEK NEAR BLOOMSBURG PA","Little Fishing Creek near Bloomsburg  PA","66.50058324","66.50058324",66.50058324
8127529,"SRRP1","Y","01543000","02050202","MARFC","WBS","CTP","ST","42","PA","P1","Y","Y","Y",272,"41 24 48","78 11 50",41.4133959,-78.1969524,"S","NAD83","894.84","0.01","NGVD29","162CAC10","Y","Y","DRIFTWOOD BR SINNEMAHONING CR AT STERLING RUN PA","Driftwood Br Sinnemahoning Cr at Sterling Run  PA","704.47728","704.47728",704.47728
8125667,"WHRP1","Y","01543700","02050202","MARFC","WBS","CTP","ST","42","PA","P1","Y","N",NA,182,"41 31 08","78  1 40",41.5189536,-78.0275013,"S","NAD83","1070","10","NGVD29","CE7155F8","Y","Y","FIRST FORK SINNEMAHONING CREEK AT WHARTON PA","First Fork Sinnemahoning Creek at Wharton  PA","471.37818","471.37818",471.37818
8126619,"SFFP1","Y","01544000","02050202","MARFC","WBS","CTP","ST","42","PA","P1","Y","N",NA,245,"41 24 06","78  1 28",41.4017305,-78.0241674,"S","NAD83","878.71","0.01","NGVD29","16DBD472","Y","Y","FIRST FORK SINNEMAHONING CR NEAR SINNEMAHONING PA","First Fork Sinnemahoning Cr near Sinnemahoning  PA","634.54755","634.54755",634.54755
8134992,"WESP1","Y","01545000","02050203","MARFC","WBS","CTP","ST","42","PA","P1","Y","N",NA,233,"41 19 10","77 52 27",41.31950954,-77.873882,"S","NAD83","728.24","0.01","NGVD29","CE594D14","Y","Y","KETTLE CREEK NEAR WESTPORT PA","Kettle Creek near Westport  PA","603.46767","603.46767",603.46767
