"USGS_NHD_ComID","NWS_8_CHAR_lid","A_H_P","USGS","Hydrolog_Unit_Code","RFC","FORECAST_GROUP","NWS_HSA","T _Y_P","FI_P_ST","ST_AB","NW_S_ST","A_T_V","R_E_F","H_D_N","DRAINAGE_AREA_MI2","NWS LAT_dd_mm_ss","NWS_LONG_ ddd_mm_ss","USGS_LAT_DEG","USGS_LONG_DEG","C_A_C","COORD","ALTITUDE_FT","ALT _ACY","DATUM","GOES_IDENTIFR","N_1_0","N_1_1","NWS_LOC_NAME","USGS_LOC_NAME","Area_km2","area_below_1000km2","DRAINAGE_AREA_KM2"
17543537,"EBRI4","Y","05452000","07080208","NCRFC","CIW","DMX","ST","19","IA","I4","Y","N",NA,201,"41 57 51","92 18 47",41.96416188,-92.3132418,"F","NAD83","781.58","0.01","NGVD29","CE634A36","Y","Y","SALT CREEK NEAR ELBERON IA","Salt Creek near Elberon  IA","520.58799","520.58799",520.58799
2354812,"COSM5","Y","05278500","07010205","NCRFC","RDW","MPX","ST","27","MN","M5","N",NA,NA,211,NA,NA,44.93551759,-94.6752713,"S","NAD83","1079.09","0.01","NGVD29",NA,"N","N","Cosmos 1E","SOUTH FORK CROW RIVER AT COSMOS  MN","546.48789","546.48789",546.48789
6950486,"PRAI4",NA,"05421682","07080102","NCRFC","TIA","DVN","ST","19","IA","I4","Y","N",NA,189,"42 11 45.0","91 25 22.0",42.1958333,-91.4227778,"1","NAD83","828.48","0.01","NGVD29","16293060","Y","Y","BUFFALO CREEK SOUTH OF PRAIRIEBURG IA","Buffalo Creek South of Prairieburg  IA","489.50811","489.50811",489.50811
4947221,"GLLM5",NA,"05247000",NA,"NCRFC","RDW","DLH",NA,NA,"MN","M5","N",NA,NA,110.811,NA,NA,46.4111,-94.3533,NA,NA,"0",NA,NA,NA,"N","N","Gull Lake Dam (Brainerd 9NW)",NA,"286.9993819","286.9993819",286.99938189
11915379,"OXFI4",NA,"05454220","07080209","NCRFC","CIW","DVN","ST","19","IA","I4","Y","N",NA,58.4,"41 43 06","91 44 24",41.7183455,-91.7401737,"S","NAD83","696.5","0.01","NGVD29","DD6D5698","Y","Y","CLEAR CREEK NEAR OXFORD IA","Clear Creek near Oxford  IA","151.255416","151.255416",151.255416
13096606,"THOW3",NA,"05365707","07050006","NCRFC","CHP","ARX","ST","55","WI","W3","N",NA,NA,51,NA,NA,44.97357826,-90.849304,"S","NAD83","1115","5","NGVD29",NA,"N","N","Thorp 3NW","NORTH FORK EAU CLAIRE RIVER NEAR THORP  WI","132.08949","132.08949",132.08948999999998
11916061,"NEPI4","Y","05455270",NA,"NCRFC","CIW","DVN",NA,NA,"IA","I4","N",NA,NA,116.603,NA,NA,41.5267,-91.9875,NA,NA,"0",NA,NA,NA,"N","N","North English 4E (Near Parnell)",NA,"302.000604","302.000604",302.00060397
14784677,"DSPI2","Y","05529000","07120004","NCRFC","KDF","LOT","ST","17","IL","I2","Y","N",NA,360,"42  5 14","87 53 14",42.0872222,-87.8872222,"S","NAD83","616.31","0.01","NGVD29","17F0F17A","Y","Y","DES PLAINES RIVER NEAR DES PLAINES IL","DES PLAINES RIVER NEAR DES PLAINES  IL","932.3964","932.3964",932.3964
2442482,"RCSM5","Y","05372800","07040004","NCRFC","FFH","ARX","ST","27","MN","M5","N",NA,NA,155,NA,NA,44.0071859,-92.4721211,"S","NAD83",NA,NA,NA,NA,"N","N","Rochester - US Hwy 14","S FORK ZUMBRO R ON BELT LINE AT ROCHESTER  MN","401.44845","401.44845",401.44845
14836121,"PINI2",NA,"05556500","07130001","NCRFC","ILO","DVN","ST","17","IL","I2","Y","Y","Y",196,"41 22 02","89 29 52",41.3672222,-89.4977778,"S","NAD83","555.39","0.01","NGVD29","CE148662","Y","Y","BIG BUREAU CREEK AT PRINCETON IL","BIG BUREAU CREEK AT PRINCETON  IL","507.63804","507.63804",507.63803999999993
2355278,"GLNM5","Y","05278930","07010205","NCRFC","RDW","MPX","ST","27","MN","M5","N",NA,NA,373,NA,NA,44.76385099,-94.0910849,"S","NAD83",NA,NA,NA,NA,"N","N","Glencoe","BUFFALO CREEK NEAR GLENCOE  MN","966.06627","966.06627",966.0662699999999
15679445,"CDRI3","Y","04180000","04100003","OHRFC","SMAU","IWX","ST","18","IN","I3","Y","N",NA,270,"41 13 08","85  4 35",41.218938,-85.0763589,"S","NAD83","779.67","0.02","NAVD88","DD8F808E","Y","Y","CEDAR CREEK NEAR CEDARVILLE IN","CEDAR CREEK NEAR CEDARVILLE  IN","699.2973","699.2973",699.2973
6829663,"REPM4",NA,"04062300","04030107","NCRFC","MEN","MQT","ST","26","MI","M4","N",NA,NA,240,NA,NA,46.38410625,-87.9801345,"M","NAD83","1480","10","NGVD29",NA,"N","N","Republic","MICHIGAMME RIVER AT REPUBLIC  MI","621.5976","621.5976",621.59759999999994
21161233,"CHNK1","Y","07144790","11030014","ABRFC","HAVARK","ICT",NA,"20","KS","K1","Y","N",NA,347.878,"37 43 34","97 47 38",37.72612305,-97.7942177,"M","NAD83","0",NA,NA,"CE654AF8","N","N","CHENEY RES NR CHENEY KS  (up)","CHENEY RES NR CHENEY  KS","901.0005412","901.0005412",901.00054122
3473341,"BCRM4","Y","04105000","04050003","NCRFC","KSJ","GRR","ST","26","MI","M4","Y","N",NA,241,"42 19 53","85  9 13",42.33142969,-85.1536025,"M","NAD83","823.24","0.01","NGVD29","1724B4B0","Y","Y","BATTLE CREEK AT BATTLE CREEK MI","BATTLE CREEK AT BATTLE CREEK  MI","624.18759","624.18759",624.18759
6831537,"MICM4",NA,"04062230","04030107","NCRFC","MEN","MQT","ST","26","MI","M4","N",NA,NA,194,NA,NA,46.46660426,-88.0745797,"S","NAD83","1520","10","NGVD29",NA,"N","N","Michigamme 5SE","MICHIGAMME RIVER NR MICHIGAMME  MI","502.45806","502.45806",502.45805999999993
12943258,"MCIM4",NA,"04138000","04080101","NCRFC","NLM","APX","ST","26","MI","M4","N",NA,NA,84,NA,NA,44.23418498,-83.701094,"S","NAD83","646.58","0.01","NGVD29",NA,"N","N","National City 1E","EAST BRANCH AU GRES RIVER NEAR McIVOR  MI","217.55916","217.55916",217.55916
13195808,"MCBM4",NA,"04160625","04090001","NCRFC","SMS","DTX","ST","26","MI","M4","N",NA,NA,213,NA,NA,42.76836606,-82.5121348,"S","NAD83","590","2.5","NGVD29",NA,"N","N","Marine City 4NNW","BELLE RIVER AT KING RD NEAR MARINE CITY  MI","551.66787","551.66787",551.66787
10850156,"GACM4","Y","04167000","04090004","NCRFC","SMS","DTX","ST","26","MI","M4","Y","N",NA,99.9,"42 20 53","83 18 42",42.34809259,-83.31159728,"M","NAD83","600.46","0.01","NAVD88","DD36946C","Y","Y","MIDDLE RIVER ROUGE NEAR GARDEN CITY MI","MIDDLE RIVER ROUGE NEAR GARDEN CITY  MI","258.740001","258.740001",258.740001
13175325,"DEXM4","Y","04173500","04090005","NCRFC","SMS","DTX","ST","26","MI","M4","Y","N",NA,128,"42 18 01","83 53 54",42.30031476,-83.8982774,"M","NAD83","850","5","NGVD29","DD30D7A8","Y","Y","MILL CREEK NEAR DEXTER MI","MILL CREEK NEAR DEXTER  MI","331.51872","331.51872",331.51872
13182884,"MCWM4",NA,"04164980","04090003","NCRFC","SMS","DTX","ST","26","MI","M4","N",NA,NA,46.2,NA,NA,42.6428109,-82.9332572,"S","NAD83","590","2.5","NGVD29",NA,"N","N","Waldenburg","MIDDLE BRANCH CLINTON RIVER NEAR WALDENBURG  MI","119.657538","119.657538",119.657538
12260134,"NOTM4","Y","04097540","04050001","NCRFC","KSJ","IWX","ST","26","MI","M4","Y","N",NA,106,"41 53 18","85 24 34",41.88838304,-85.409428,"M","NAD83","850","5","NGVD29","163CC0BA","Y","Y","PRAIRIE RIVER NEAR NOTTAWA MI","PRAIRIE RIVER NEAR NOTTAWA  MI","274.53894","274.53894",274.53893999999997
13031415,"BYRM4",NA,"04144000","04080203","NCRFC","SMW","DTX","ST","26","MI","M4","N",NA,NA,365,NA,NA,42.8236424,-83.94579169,"M","NAD83","811.54","10","NGVD29",NA,"N","N","Byron","SHIAWASSEE RIVER AT BATH ROAD AT BYRON  MI","945.34635","945.34635",945.3463499999999
2463033,"HUSM5",NA,"05385500","07040008","NCRFC","M10","ARX","ST","27","MN","M5","Y","Y",NA,275,"43 44 19","91 33 50",43.73857768,-91.5640317,"S","NAD83","680.41","0.01","NGVD29","CE7644BA","Y","Y","SOUTH FORK ROOT RIVER NEAR HOUSTON MN","SOUTH FORK ROOT RIVER NEAR HOUSTON  MN","712.24725","712.24725",712.2472499999999
4111698,"PVRM5","Y","05299650","07020003","NCRFC","MIN","MPX","ST","27","MN","M5","N",NA,NA,374,NA,NA,44.8852384,-96.0522583,"S","NAD83",NA,NA,NA,NA,"N","N","Providence 5NE","LAC QUI PARLE RIVER NEAR PROVIDENCE  MN","968.65626","968.65626",968.65626
4622350,"CRLM5",NA,"05231000",NA,"NCRFC","RDW","DLH",NA,NA,"MN","M5","N",NA,NA,216.989,NA,NA,46.6692,-94.1122,NA,NA,"0",NA,NA,NA,"N","N","Cross Lake Dam",NA,"561.9993401","561.9993401",561.9993401099999
2386438,"HICM5","Y","05327000","07020012","NCRFC","MIN","MPX","ST","27","MN","M5","Y","N",NA,238,"44 34 19","93 55 18",44.5719079,-93.9219113,"S","NAD83","728.56","0.01","NGVD29","1748227C","Y","Y","HIGH ISLAND CREEK NEAR HENDERSON MN","HIGH ISLAND CREEK NEAR HENDERSON  MN","616.41762","616.41762",616.4176199999999
4252572,"SPCM5",NA,"05278000","07010204","NCRFC","RDW","MPX","ST","27","MN","M5","N",NA,NA,167,NA,NA,45.26385277,-94.8058379,"S","NAD83","1147.93","0.01","NGVD29",NA,"N","N","Spicer 6E","MIDDLE FORK CROW RIVER NEAR SPICER  MN","432.52833","432.52833",432.52833
3624105,"BELM7",NA,"07005000","07140101","NCRFC","MIS","LSX","ST","29","MO","M7","Y","N",NA,24.4,"38 44 12.4","90 13 34.3",38.73677778,-90.2261944,"5","NAD83","409.96","0.05","NGVD29","DD03D6D6","Y","Y","MALINE CREEK AT BELLEFONTAINE NEIGHBORS MO","Maline Creek at Bellefontaine Neighbors  MO","63.195756","63.195756",63.19575599999999
4083844,"BCPS2","Y","05289985","07020001","NCRFC","MIN","ABR","ST","46","SD","S2","N",NA,NA,12.2,NA,NA,45.4874332,-96.9584379,"R","NAD83","1240","10","NGVD29",NA,"N","N","Peever 4S","BIG COULEE CR NEAR PEEVER SD","31.597878","31.597878",31.597877999999994
5078694,"HTGM7","Y","07015720","07140103","NCRFC","MEC","SGF","ST","29","MO","M7","Y","N",NA,135,"38  8 48.9","91 34 51.2",38.14691667,-91.5808889,"5","NAD83","802.1","0.05","NGVD29","D1017690","Y","Y","BOURBEUSE RIVER NEAR HIGH GATE MO","Bourbeuse River near High Gate  MO","349.64865","349.64865",349.64865
6676348,"DWGN8",NA,"05052500","09020105","NCRFC","RED","FGF","ST","38","ND","N8","Y","N",NA,294,"46 18 41","96 44 03",46.31134769,-96.7345217,"R","NAD83","900","10","NGVD29","DE32D0BA","Y","Y","ANTELOPE CREEK AT DWIGHT ND","ANTELOPE CREEK AT DWIGHT  ND","761.45706","761.45706",761.45706
7069373,"SRAM5",NA,"05085420","09020309","NCRFC","TMN","FGF","ST","27","MN","M5","N",NA,NA,30,NA,NA,48.2683333,-96.5113889,"S","NAD83",NA,NA,NA,NA,"N","N","Radium 5NE","SNAKE RIVER ABOVE RADIUM  MN","77.6997","77.6997",77.699699999999993
7110353,"IRIM5",NA,"05124500","09030001","NCRFC","LOW","DLH","ST","27","MN","M5","N",NA,NA,341,NA,NA,47.799903,-91.5209696,"S","NAD83","1453.1","0.01","NGVD29",NA,"N","N","Isabella 13NW","ISABELLA RIVER NEAR ISABELLA  MN","883.18659","883.18659",883.1865899999999
14293899,"LEDN8","Y","05056340","09020201","NCRFC","DEV","FGF","ST","38","ND","N8","Y","N",NA,320,"48 14 36","99 22 21",48.2433322,-99.3729125,"R","NAD83","1480","10","NGVD29","17D09572","Y","Y","LITTLE COULEE NR LEEDS ND","LITTLE COULEE NR LEEDS  ND","828.7968","828.7968",828.7968
14827429,"PRPN8",NA,"05060550","09020204","NCRFC","TND","FGF","ST","38","ND","N8","N",NA,NA,170,NA,NA,46.96636038,-97.0514749,"S","NAD83",NA,NA,NA,NA,"N","N","Prosper 1W","RUSH RIVER NEAR PROSPER  ND","440.2983","440.2983",440.2983
6695646,"HNTN8",NA,"05062200","09020107","NCRFC","TND","FGF","ST","38","ND","N8","N",NA,NA,199,NA,NA,47.29164638,-97.114253,"S","NAD83","887.6","0.1","NGVD29",NA,"N","N","Hunter 8NE","ELM RIVER NEAR KELSO  ND","515.40801","515.40801",515.40801
14416705,"AKRN8",NA,"05101000","09020316","NCRFC","TND","FGF","ST","38","ND","N8","Y","N",NA,160,"48 46 42","97 44 47",48.77832786,-97.746759,"R","NAD83","930","0.1","NGVD29","162F5548","Y","Y","TONGUE RIVER AT AKRA ND","TONGUE RIVER AT AKRA  ND","414.3984","414.3984",414.3984
7068915,"ALVM5","Y","05086000",NA,"NCRFC","TMN","FGF",NA,NA,"MN","M5","N",NA,NA,119.306,NA,NA,48.1947,-97.0056,NA,NA,"0",NA,NA,NA,"N","N","Alvarado",NA,"309.0013469","309.0013469",309.00134693999996
21979663,"OWSN6","Y","04235396","04140201","NERFC","GRL","BGM",NA,"36","NY","N6","Y","N",NA,79.151,"42 54 14","76 32 22",42.9039563,-76.5391069,"S","NAD83","0",NA,NA,"16948140","N","N","OWASCO LAKE NEAR AUBURN NY","OWASCO LAKE NEAR AUBURN NY","205.0002985","205.0002985",205.00029848999998
21624117,"PNVN6","Y","04250200","04140102","NERFC",NA,"BUF","ST","36","NY","N6","Y","N",NA,238,"43 32 00","76  2 19",43.53119444,-76.0376944,"1","NAD83","477.54","0.01","NGVD29","D11E5170","Y","Y","SALMON RIVER AT PINEVILLE NY","SALMON RIVER AT PINEVILLE NY","616.41762","616.41762",616.4176199999999
12262006,"WPGM4",NA,"04098500","04050001","NCRFC","KSJ","IWX","ST","26","MI","M4","N",NA,NA,192,NA,NA,41.7822726,-85.5833203,"S","NAD83","805.4","0.1","NGVD29",NA,"N","N","White Pigeon 3ESE","FAWN RIVER NEAR WHITE PIGEON  MI","497.27808","497.27808",497.27807999999993
1087671,"HAYV2",NA,"03209000","05070202","OHRFC","SSAY","RLX","ST","51","VA","V2","Y","N",NA,221,"37 14 13","82 20 36",37.23705384,-82.34320179,"U","NAD83","1200","0.01","NGVD29","CE4B0C74","Y","Y","POUND RIVER BELOW FLANNAGAN DAM NEAR HAYSI VA","POUND RIVER BELOW FLANNAGAN DAM  NEAR HAYSI  VA","572.38779","572.38779",572.38779
4577854,"WTBV1","Y","04289000","04150403","NERFC","LCH","BTV","ST","50","VT","V1","Y","N",NA,111,"44 22 13","72 46 09",44.37033339,-72.7687298,"S","NAD83","428","0.01","NGVD29","17F2B784","Y","Y","LITTLE RIVER NEAR WATERBURY VT   (below res)","LITTLE RIVER NEAR WATERBURY  VT","287.48889","287.48889",287.48888999999997
4577440,"WRSV1","Y","04288500","04150403","NERFC","LCH","BTV","ST","50","VT","V1","Y",NA,NA,111,"44 22 54","72 46 13",44.38167,-72.77028,NA,"NAD27","0",NA,NA,NA,NA,NA,"Little River (Vermont) at Waterbury Reservoir","Waterbury Reservoir VT","287.48889","287.48889",287.48888999999997
13107695,"SPRW3",NA,"05370000","07050005","NCRFC","M10","MPX","ST","55","WI","W3","Y","N",NA,64,"44 51 10","92 14 18",44.85277778,-92.2383333,"S","NAD83","900.04","0.01","NAVD88","CE7DB796","Y","Y","EAU GALLE RIVER AT SPRING VALLEY WI","EAU GALLE RIVER AT SPRING VALLEY  WI","165.75936","165.75936",165.75936
13294312,"MDAW3",NA,"05428000",NA,"NCRFC","RCK","MKX",NA,NA,"WI","W3","Y",NA,NA,89.962,NA,NA,43.095,-89.37,NA,NA,"0",NA,NA,NA,"N","N","Madison - Lk Mendota",NA,"233.0006804","233.0006804",233.00068037999998
13294362,"MRDW3",NA,"05429510",NA,"NCRFC","RCK","MKX",NA,NA,"WI","W3","N",NA,NA,126.255,NA,NA,43.0047,-89.3192,NA,NA,"0",NA,NA,NA,"N","N","McFarland 1S",NA,"326.9991875","326.9991875",326.99918744999997
2454098,"SPAW3",NA,"05382325","07040006","NCRFC","WIS","ARX","ST","55","WI","W3","Y","N",NA,167,NA,NA,43.9375,-90.8105556,"S","NAD83","760.66","0.01","NAVD88",NA,"Y","Y",NA,"LA CROSSE RIVER AT SPARTA  WI","432.52833","432.52833",432.52833
2462965,"RUDM5",NA,"05384500","07040008","NCRFC","M10","ARX","ST","27","MN","M5","N","Y",NA,132,NA,NA,43.8332973,-91.7779269,"S","NAD83","734.56","0.01","NGVD29",NA,"N","N","Rushford","RUSH CREEK NEAR RUSHFORD  MN","341.87868","341.87868",341.87868
13554687,"LKCI2",NA,"05580500","07130009","NCRFC","SSL","ILX","ST","17","IL","I2","N",NA,NA,306,NA,NA,40.19170945,-89.3612071,"U","NAD83","557.08","0.01","NGVD29",NA,"N","N","Lincoln 3N","KICKAPOO CREEK NEAR LINCOLN  IL","792.53694","792.53694",792.53694
19287511,"DEKI2","Y","05439000","07090006","NCRFC","RCK","LOT","ST","17","IL","I2","Y","N",NA,77.7,NA,NA,41.9311111,-88.7597222,"S","NAD83","831.88","0.01","NGVD29",NA,"Y","Y",NA,"SOUTH BRANCH KISHWAUKEE RIVER AT DEKALB  IL","201.242223","201.242223",201.242223
2719891,"SGOM5",NA,"05274700","07010203","NCRFC","RDW","MPX","ST","27","MN","M5","N",NA,NA,87.4,NA,NA,45.5416335,-93.8141406,"U","NAD83",NA,NA,NA,NA,"N","N","Foley 10SE (Santiago)","ST. FRANCIS RIVER AT SANTIAGO  MN","226.365126","226.365126",226.365126
1814463,"WHRW3","Y","04027500","04010302","NCRFC","WLS","DLH","ST","55","WI","W3","Y","N",NA,301,NA,NA,46.4972222,-90.9041667,"S","NAD83","660.11","0.01","NAVD88",NA,"Y","Y","Ashland 6S","WHITE RIVER NEAR ASHLAND  WI","779.58699","779.58699",779.5869899999999
6794135,"MRNM4",NA,"04031500","04020101","NCRFC","UPM","MQT","ST","26","MI","M4","N","Y",NA,171,NA,NA,46.3721704,-89.6923791,"M","NAD83","1489.3","0.01","NGVD29",NA,"N","N","Marenisco","PRESQUE ISLE RIVER AT MARENISCO  MI","442.88829","442.88829",442.88829
12222806,"ILKM4",NA,"04057000","04060106","NCRFC","UPM","MQT","ST","26","MI","M4","N",NA,NA,302,NA,NA,45.99108229,-86.2882001,"S","NAD83","608.66","0.01","NGVD29",NA,"N","N","Manistique 3NW - Indian Lk Outl","INDIAN RIVER NEAR MANISTIQUE  MI","782.17698","782.17698",782.17698
6801806,"HOWW3","Y","04072150","04030103","NCRFC","EWS","GRB","ST","55","WI","W3","Y","N",NA,108,NA,NA,44.53338889,-88.1296944,"S","NAD83","605","5","NAVD88",NA,"Y","Y",NA,"DUCK CREEK NEAR HOWARD  WI","279.71892","279.71892",279.71891999999997
6828379,"CHPM4",NA,"04062200","04030107","NCRFC","FFH","MQT","ST","26","MI","M4","Y","Y",NA,133,NA,NA,46.5568788,-88.0026337,"S","NAD83","1557.49","0.01","NGVD29",NA,"N","N","Champion 4NW","PESHEKEE RIVER NEAR CHAMPION  MI","344.46867","344.46867",344.46867
12162512,"WWTW3","Y","04087120","04040003","NCRFC","EWS","MKX","ST","55","WI","W3","Y","N",NA,123,NA,NA,43.04555556,-87.9997222,"S","NAD83","628.58","0.01","NAVD88",NA,"Y","Y",NA,"MENOMONEE RIVER AT WAUWATOSA  WI","318.56877","318.56877",318.56877
12173492,"MISW3",NA,"04085281","04030101","NCRFC","EWS","GRB","ST","55","WI","W3","N","Y",NA,110,NA,NA,44.23777309,-87.6364725,"S","NAD83","584.72","0.01","NGVD29",NA,"N","N","Mishicot","EAST TWIN RIVER AT MISHICOT  WI","284.8989","284.8989",284.89889999999997
3398496,"NW277",NA,"04095090","04040001",NA,NA,NA,"ST-DCH","18","IN","I3","Y",NA,NA,331,NA,NA,41.62225939,-87.175868500000007,"S","NAD83","574.74","0.01","NGVD29",NA,"Y","Y",NA,"PORTAGE-BURNS WATERWAY AT PORTAGE  IN","857.28669","857.28669",857.2866899999999
12503419,"SVRM4","Y","04128990","04070004","NCRFC","NLM","APX","ST","26","MI","M4","Y","N",NA,57.7,NA,NA,45.156124,-84.4675226,"S","NAD83","909.03","0.01","NGVD29",NA,"Y","Y",NA,"PIGEON RIVER NEAR VANDERBILT  MI","149.442423","149.442423",149.442423
12960375,"BONM4",NA,"04134000","04070006","NCRFC","NLM","APX","ST","26","MI","M4","N",NA,NA,184,NA,NA,45.14167905,-83.6058168,"M","NAD83","675.52","0.01","NGVD29",NA,"N","N","Bolton 3SW","NORTH BRANCH THUNDER BAY RIVER NR BOLTON  MI","476.55816","476.55816",476.55816
9019175,"NW464",NA,"04102776","04050002",NA,NA,NA,"ST","26","MI","M4","Y","Y",NA,83,NA,NA,42.4325306,-86.2069742,"F","NAD83","590","5","NGVD29",NA,"N","N",NA,"MIDDLE BRANCH BLACK RIVER NEAR SOUTH HAVEN  MI","214.96917","214.96917",214.96917
9027549,"MLKW3",NA,"04074548","04030202","NCRFC","EWS","GRB","ST","55","WI","W3","N",NA,NA,56.8,NA,NA,45.4794072,-88.9978921,"S","NAD83","1529.66","0.01","NGVD29",NA,"N","N","Mole Lake 1SW","SWAMP CREEK BELOW RICE LAKE AT MOLE LAKE  WI","147.111432","147.111432",147.11143199999998
7749082,"WRWM5",NA,"05139500","09030009","NCRFC","LOW","FGF","ST","27","MN","M5","N","Y",NA,162,"48 52 00","95 21 20",48.86665309,-95.3557947,"S","NAD83","1070.74","0.01","NGVD29",NA,"N","N","Warroad River near Warroad MN","WARROAD RIVER NEAR WARROAD  MN","419.57838","419.57838",419.57838
7174272,"CHIM5",NA,"05130500","09030005","NCRFC","LOW","DLH","ST","27","MN","M5","Y","Y",NA,180,NA,NA,47.6735376,-92.9001819,"S","NAD83","1305.7","0.01","NGVD29",NA,"N","N","Chisholm 12N (STURGEON RIVER)","STURGEON RIVER NEAR CHISHOLM  MN","466.1982","466.1982",466.1982
15651637,"KALO1","Y","04188100","04100007","OHRFC",NA,"IWX","ST","39","OH","O1","Y",NA,NA,350,"40 59 24","84 13 36",40.9903287,-84.2266132,"S","NAD83","700.82","0.01","NAVD88",NA,"N","Y","Ottawa River near Kalida","Ottawa River near Kalida OH","906.4965","906.4965",906.4965
15537859,"GRBN6","Y","04230500","04130003","NERFC","GRL","BUF","ST","36","NY","N6","Y",NA,NA,200,"43  0 35","77 47 29",43.01,-77.79138889,"S","NAD83","560.86","0.01","NGVD29",NA,"Y","Y","Oatka Creek at Garbutt","OATKA CREEK AT GARBUTT NY","517.998","517.998",517.9979999999999
254068,"SWDO2","Y","07159750","11050002","ABRFC","KEYINF","OUN","ST","40","OK","O2","Y","Y",NA,320,"35 48 49","097 28 40",35.81366006,-97.478097,"S","NAD83","936.49","0.01","NGVD29",NA,"Y","Y","COTTONWOOD CREEK NEAR SEWARD OK","Cottonwood Creek near Seward  OK","828.7968","828.7968",828.7968
14820569,"SPFI2","Y","05577500","07130008","NCRFC",NA,"ILX","ST","17","IL","I2","Y",NA,NA,107,"39 48 54","89 41 54",39.8153284,-89.698713,"S","NAD83","524.65","0.01","NGVD29",NA,"Y","Y","Spring Creek (IL) at Springfield","SPRING CREEK AT SPRINGFIELD  IL","277.12893","277.12893",277.12892999999997
17533403,"DFBS2","Y","06410000","10120110","MBRFC","MIDDAKS","UNR","ST","46","SD","S2","Y","N",NA,92.2,"44  1 45","103 46 53",44.02914848,-103.7818652,"M","NAD83","5784.52","111","NGVD29","163B8184","Y","Y","CASTLE CR BELOW DEERFIELD DAM SD","CASTLE CR BELOW DEERFIELD DAM SD","238.797078","238.797078",238.797078
15550135,"WLLN6","Y","04221000","04130002","NERFC","GRL","BUF","ST","36","NY","N6","Y","Y","Y",288,"42  7 20","77 57 26",42.1222222,-77.9572222,"S","NAD83","1470","10","NGVD29",NA,"Y","Y","Genesee River at Wellsville","GENESEE RIVER AT WELLSVILLE NY","745.91712","745.91712",745.91712
15537789,"CHRN6","Y","04231000","04130003","NERFC","GRL","BUF","ST","36","NY","N6","Y",NA,NA,130,"43  6  1","77 52 56",43.10055556,-77.8822222,"S","NAD83","551.88","0.01","NGVD29",NA,"Y","Y","Black Creek at Churchville","BLACK CREEK AT CHURCHVILLE NY","336.6987","336.6987",336.6987
15252066,"OLVM6","Y","07275900","08030204","LMRFC",NA,"MEG","ST","28","MS","M6","Y","N",NA,191,"34 54 27","89 45 12",34.9075,-89.7533333,"5","NAD83","280","10","NGVD29","170085FE","Y","Y","COLDWATER RIVER NR OLIVE BRANCH MS","COLDWATER RIVER NR OLIVE BRANCH  MS","494.68809","494.68809",494.68809
4138204,"MSHM5","Y","05315000","07020006","NCRFC","MIN","FSD","ST","27","MN","M5","Y","N",NA,259,"44 25 48.6","95 49 46.4",44.43016667,-95.8295556,"1","NAD83",NA,NA,NA,"DD6D80F0","Y","Y","REDWOOD RIVER NEAR MARSHALL MN","REDWOOD RIVER NEAR MARSHALL  MN","670.80741","670.80741",670.8074099999999
3808829,"BRCM2",NA,"03076600","05020006","OHRFC","SMNL","PBZ","ST","24","MD","M2","Y","Y","Y",48.9,"39 39 22.1","79 23 38.8",39.65613889,-79.3941111,"S","NAD83","1550.83","0.1","NAVD88","172C10EE","Y","Y","BEAR CREEK AT FRIENDSVILLE MD","BEAR CREEK AT FRIENDSVILLE  MD","126.650511","126.650511",126.65051099999998
20090368,"HOLL1","Y","07376000","08070203","LMRFC",NA,"LIX","ST","22","LA","L1","Y","Y","Y",247,"30 30 13","090 40 38",30.5038016,-90.6773163,"S","NAD83","18.65","0.01","NAVD88",NA,"Y","Y","TICKFAW RIVER AT HOLDEN LA","Tickfaw River at Holden  LA","639.72753","639.72753",639.72753
18439440,"CZCI3","Y","03374500","05120209","OHRFC",NA,"LMK","ST","18","IN","I3","Y",NA,NA,170,"38 26 30","86 42 50",38.44199969,-86.7141587,"S","NAD83","476.53","0.1","NAVD88",NA,"N","N","Patoka River near Cuzco IN","PATOKA RIVER NEAR CUZCO  IN","440.2983","440.2983",440.2983
13624991,"LAFW3","Y","05408000","07070006","NCRFC","WIS","ARX","ST","55","WI","W3","Y","Y","Y",266,NA,NA,43.57414037,-90.6431861,"S","NAD83","781.44","0.01","NAVD88",NA,"Y","Y","La Farge    KICKAPOO RIVER","KICKAPOO RIVER AT LA FARGE  WI","688.93734","688.93734",688.93734
2161766,"ICSF1",NA,"02322700","03110206","SERFC",NA,"JAX","ST","12","FL","F1","Y","Y",NA,213,"29 57 09","82 47 10",29.95273288,-82.7859573,"F","NAD83","00.00","005","NGVD29","DD933502","Y","Y","ICHETUCKNEE R @ HWY27 NR HILDRETH FL","ICHETUCKNEE R @ HWY27 NR HILDRETH  FL","551.66787","551.66787",551.66787
14785397,"ROLI2",NA,"05530990","07120004","NCRFC","FFH","LOT","ST","17","IL","I2","Y",NA,NA,30.5,NA,NA,42.06055556,-88.0166667,"S","NAD83","686.4","0.01","NGVD29",NA,"Y","Y","Rolling Meadows","SALT CREEK AT ROLLING MEADOWS  IL","78.994695","78.994695",78.994695
13463833,"LNSI2",NA,"05536270","07120003","NCRFC","CAL","LOT","ST","17","IL","I2","N",NA,NA,16.8,NA,NA,41.54555556,-87.55888889,"S","NAD83","599.29","0.01","NGVD29",NA,"N","N","Lansing","NORTH CREEK NEAR LANSING  IL","43.511832","43.511832",43.511832
